event,year,game,is_Bonus,is_TASBot,has_Incentive,has_Goal,developer,publisher,initial_release_year,initial_consoles,initial_consoles_clean,initial_generation,metascore,user_score,was_on_PC
SGDQ,2021,Batman: The Video Game (Normal),0,0,0,0,Sunsoft,Sunsoft,1989,NES,NES,3,N/A,N/A,0
SGDQ,2021,Ninja Gaiden,0,0,0,0,Tecmo,Tecmo,1988,NES,NES,3,N/A,N/A,0
SGDQ,2021,Amagon,0,0,0,0,Aicom,American Sammy,1988,NES,NES,3,N/A,N/A,0
SGDQ,2021,Gimmick!,0,0,1,1,Sunsoft,Sunsoft,1992,NES,NES,3,N/A,N/A,0
SGDQ,2021,Ghosts 'N Goblins Resurrection,0,0,1,1,Capcom,Capcom,2021,Nintendo Switch,Switch,9,75,7.2,0
SGDQ,2021,Super Smash Bros. Brawl,0,0,1,0,Sora Ltd.,Nintendo,2008,Wii,Wii,7,93,8.7,0
SGDQ,2021,LEGO Star Wars: The Complete Saga (DS),0,0,0,0,Traveller's Tales,LucasArts,2007,Nintendo DS,Nintendo DS,6,80,7.8,0
SGDQ,2021,Twinkle Star Sprites,0,0,0,0,ADK,SNK,1996,Neo Geo,Neo Geo,4,N/A,N/A,0
SGDQ,2021,I Am Fish,0,0,0,0,Bossa Studios,Curve Digital,2021,"Windows, Xbox One, Xbox Series X/S","PC, Xbox One, Xbox Series X/S",8,70,6.8,1
SGDQ,2021,Charlie Murder,0,0,1,1,Ska Studios,Microsoft Studios,2013,Xbox 360,Xbox 360,7,75,7.5,0
SGDQ,2021,Timeline,0,0,0,0,1C Wireless,1C Wireless,2014,iOS,Mobile,Various,N/A,N/A,1
SGDQ,2021,Dark Souls 3,0,0,0,0,FromSoftware,Bandai Namco Entertainment,2016,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,89,8.8,1
SGDQ,2021,Bonus Game 6 - Demon's Souls (Remake / 2020),1,0,1,1,Bluepoint Games,Sony Interactive Entertainment,2020,PlayStation 5,PS5,9,92,8.9,0
SGDQ,2021,Super Mario Bros. 3,0,0,1,1,Nintendo,Nintendo,1988,NES,NES,3,N/A,N/A,0
SGDQ,2021,Kingdom Hearts II Final Mix (LV1),0,0,1,1,Square Enix,Square Enix,2007,PlayStation 2,PS2,6,N/A,N/A,0
SGDQ,2021,Kingdom Hearts II Final Mix,0,0,1,1,Square Enix,Square Enix,2007,PlayStation 2,PS2,6,N/A,N/A,0
SGDQ,2021,Link: The Faces of Evil,0,0,0,0,Animation Magic,Philips Interactive Media,1993,Philips CD-i,Philips CD-i,4,N/A,N/A,0
SGDQ,2021,Jazzpunk,0,0,0,0,Necrophone Games,Adult Swim Games,2014,"Windows, macOS, Linux",PC,Various,75,7.4,1
SGDQ,2021,Arabian Nights,0,0,0,0,Silmarils,Silmarils,1993,"Amiga, DOS",PC,Various,N/A,N/A,1
SGDQ,2021,Jelly Drift,0,0,0,0,Dani,Dani,2021,Windows,PC,Various,N/A,N/A,1
SGDQ,2021,Paris Chase,0,0,0,0,Team6 Game Studios,Playlogic,2006,Windows,PC,Various,N/A,N/A,1
SGDQ,2021,Racing Pitch,0,0,0,0,Skinflake,Skinflake,2006,PC,PC,Various,N/A,N/A,1
SGDQ,2021,Need For Speed: Porsche Unleashed,0,0,1,0,Eden Studios,Electronic Arts,2000,"PC, PlayStation","PC, PlayStation",5,N/A,N/A,1
SGDQ,2021,Evolution Skateboarding,0,0,0,0,Konami,Konami,2002,"PlayStation 2, GameCube","PS2, GameCube",6,N/A,N/A,0
SGDQ,2021,Wheels!,0,0,0,0,RJ Cooper & Associates,RJ Cooper & Associates,1998,PC,PC,Various,N/A,N/A,1
SGDQ,2021,ALTF4,0,0,1,0,PUMPKIM,PUMPKIM,2021,PC,PC,Various,N/A,N/A,1
SGDQ,2021,Time Gate: Knight's Chase,0,0,0,0,Infogrames,Interplay Productions,1996,PC,PC,Various,N/A,N/A,1
SGDQ,2021,X-Men 2: Clone Wars,0,0,1,1,Headgames,Sega,1995,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2021,Tempest of the Heavens and Earth,0,0,0,0,LION HEART,LION HEART,2017,PC,PC,Various,N/A,N/A,1
SGDQ,2021,Sonic Colors (DS),0,0,0,0,Dimps,Sega,2010,Nintendo DS,Nintendo DS,6,79,8.1,0
SGDQ,2021,Outer Wilds,0,0,0,0,Mobius Digital,Annapurna Interactive,2019,"PC, Xbox One","PC, Xbox One",8,85,8.2,1
SGDQ,2021,Destiny 2,0,0,0,0,Bungie,Bungie,2017,"PlayStation 4, Xbox One, PC","PS4, Xbox One, PC",8,85,4.4,1
SGDQ,2021,Doom Eternal (Ancient Gods 2),0,0,0,0,id Software,Bethesda Softworks,2020,"PC, PlayStation 4, Xbox One","PC, PS4, Xbox One",8,88,8.8,1
SGDQ,2021,PokÃ©mon Black/White,0,0,0,0,Game Freak,Nintendo,2010,Nintendo DS,Nintendo DS,6,87,8.1,0
SGDQ,2021,Manifold Garden,0,0,0,0,William Chyr Studio,William Chyr Studio,2019,PC,PC,Various,84,7.8,1
SGDQ,2021,Mega Man II,0,0,0,0,Capcom,Capcom,1988,NES,NES,3,N/A,N/A,0
SGDQ,2021,Evergate,0,0,1,1,Stone Lantern Games,PQube,2020,"PC, Nintendo Switch","PC, Switch",9,80,7.5,1
SGDQ,2021,I wanna be the Knight in Shining Armor,0,0,0,0,N/A,N/A,2017,PC,PC,Various,N/A,N/A,1
SGDQ,2021,Streets of Rage 4,0,0,1,1,"Dotemu, Lizardcube, Guard Crush Games",Dotemu,2020,"PC, PlayStation 4, Xbox One, Nintendo Switch","PC, PS4, Xbox One, Switch",8,82,8.2,1
SGDQ,2021,Factorio,0,0,0,0,Wube Software,Wube Software,2020,PC,PC,Various,90,9.1,1
SGDQ,2021,Celeste Custom Maps,0,0,1,1,Maddy Makes Games,Maddy Makes Games,2018,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,88,8.5,1
SGDQ,2021,Sonic Heroes (TAS),0,0,0,0,Sonic Team,Sega,2003,"PlayStation 2, Xbox, GameCube","PS2, Xbox, GameCube",6,73,7.5,0
SGDQ,2021,Bonus Game 5 - maimai FiNALE,1,0,1,1,Sega,Sega,2017,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2021,Daily Recap - Friday,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGDQ,2021,The * BishiBashi,0,0,1,1,Konami,Konami,2009,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2021,Let's Give Up,0,0,0,0,N/A,N/A,2020,PC,PC,Various,N/A,N/A,1
SGDQ,2021,FAITH,0,0,0,0,Airdorf,New Blood Interactive,2022,PC,PC,Various,N/A,N/A,1
SGDQ,2021,Gone Golfing,0,0,0,0,Icehelm,Icehelm,2020,PC,PC,Various,N/A,N/A,1
SGDQ,2021,Teardown,0,0,0,0,Tuxedo Labs,Tuxedo Labs,2022,PC,PC,Various,80,8.1,1
SGDQ,2021,Resogun,0,0,0,0,Housemarque,Sony Computer Entertainment,2013,PS4,PS4,8,84,8,0
SGDQ,2021,Vectronom,0,0,1,1,Ludopium,ARTE France,2019,"PC, Switch","PC, Switch",9,76,7.5,1
SGDQ,2021,Blast Corps,0,0,0,0,Rare,Nintendo,1997,N64,N64,5,N/A,N/A,0
SGDQ,2021,Chameleon Twist,0,0,1,0,Japan System Supply,Sunsoft,1997,N64,N64,5,N/A,N/A,0
SGDQ,2021,Yoshi's Story,0,0,0,0,Nintendo EAD,Nintendo,1997,N64,N64,5,65,7.2,0
SGDQ,2021,Indiana Jones' Greatest Adventures,0,0,0,0,Factor 5,JVC,1994,SNES,SNES,4,N/A,N/A,0
SGDQ,2021,Bloodstained: Ritual of the Night,0,0,0,0,ArtPlay,505 Games,2019,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,83,8,1
SGDQ,2021,Castlevania: Dawn of Sorrow,0,0,0,0,Konami,Konami,2005,DS,Nintendo DS,6,89,8.8,0
SGDQ,2021,Castlevania 64,0,0,1,0,Konami,Konami,1999,N64,N64,5,78,7.5,0
SGDQ,2021,Castlevania: Bloodlines,0,0,0,0,Konami,Konami,1994,Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2021,Castlevania: Rondo of Blood,0,0,0,0,Konami,Konami,1993,PC Engine CD,PC,Various,N/A,N/A,0
SGDQ,2021,Castlevania,0,0,0,0,Konami,Konami,1986,NES,NES,3,N/A,N/A,0
SGDQ,2021,Battletoads,0,0,1,1,Rare,Tradewest,1991,NES,NES,3,N/A,N/A,0
SGDQ,2021,La-Mulana Remake,0,0,1,0,NIGORO,AGM Playism,2012,PC,PC,Various,N/A,N/A,1
SGDQ,2021,Dishonored,0,0,1,1,Arkane Studios,Bethesda Softworks,2012,"PC, PS3, Xbox 360","PC, PS3, Xbox 360",7,91,8.7,1
SGDQ,2021,Horizon Zero Dawn,0,0,1,0,Guerrilla Games,Sony Interactive Entertainment,2017,PS4,PS4,8,89,8.4,0
SGDQ,2021,Bonus Game 2 - Grand Theft Auto III,1,0,1,1,DMA Design,Rockstar Games,2001,PS2,PS2,6,97,8.5,0
SGDQ,2021,Metal Gear Solid 3: Snake Eater HD,0,0,1,1,Kojima Productions,Konami,2011,"PS3, Xbox 360","PS3, Xbox 360",7,94,8.9,0
SGDQ,2021,Daily Recap - Tuesday,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGDQ,2021,Resident Evil 7 biohazard,0,0,0,0,Capcom,Capcom,2017,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,86,7.9,1
SGDQ,2021,Dead Space,0,0,0,0,EA Redwood Shores,Electronic Arts,2008,"PlayStation 3, Xbox 360, Windows","PS3, Xbox 360, PC",7,89,8.7,1
SGDQ,2021,Little Nightmares II,0,0,0,0,Tarsier Studios,Bandai Namco Entertainment,2021,"PlayStation 4, Xbox One, Windows, Nintendo Switch","PS4, Xbox One, PC, Switch",8,81,8.2,1
SGDQ,2021,Star Wars: Republic Commando,0,0,0,0,LucasArts,LucasArts,2005,"Xbox, Windows","Xbox, PC",6,78,8.5,1
SGDQ,2021,Daily Recap - Wednesday,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SGDQ,2021,The Legend of Zelda: Majora's Mask,0,0,0,0,Nintendo EAD,Nintendo,2000,Nintendo 64,N64,5,95,9.1,0
SGDQ,2020,Dogurai,0,0,0,0,Hungry Bear Games,QUByte Interactive,2019,"Windows, Nintendo Switch, PlayStation 4, Xbox One","PC, Switch, PS4, Xbox One",8,N/A,N/A,1
SGDQ,2020,EAT GIRL,0,0,0,0,Tesselode,Tesselode,2019,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,One Step From Eden,0,0,1,1,Thomas Moon Kang,Humble Games,2020,"Windows, Nintendo Switch, PlayStation 4","PC, Switch, PS4",8,82,7.5,1
SGDQ,2020,Mario & Luigi: Paper Jam,0,0,1,1,AlphaDream,Nintendo,2015,Nintendo 3DS,Nintendo 3DS,7,76,7.1,0
SGDQ,2020,The Legend of Zelda: Link's Awakening,0,0,0,0,Nintendo,Nintendo,1993,Game Boy,Game Boy,3,N/A,N/A,0
SGDQ,2020,Sonic 3 & Knuckles,0,0,0,0,Sega Technical Institute,Sega,1994,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2020,Sonic Heroes,0,0,1,0,Sonic Team,Sega,2003,"PlayStation 2, Xbox, GameCube","PS2, Xbox, GameCube",6,73,7.5,0
SGDQ,2020,Bonus Game 3 - Resident Evil 3: Remake (2020),1,0,1,1,Capcom,Capcom,2020,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,79,6.2,1
SGDQ,2020,Devil May Cry 4: Special Edition,0,0,1,1,Capcom,Capcom,2015,"PlayStation 4, Xbox One, Windows","PS4, Xbox One, PC",8,75,7.8,1
SGDQ,2020,Pacify,0,0,0,0,Shawn Hitchcock,SKH Apps,2019,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Rocko's Quest,0,0,0,0,Revistronic,Big City Games,2003,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Homey D. Clown,0,0,1,0,Synergistic Software,Capstone Software,1993,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Little Big Adventure 2,0,0,0,0,Adeline Software,Electronic Arts,1997,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,ALF,0,0,1,1,Nexa Corporation,Sega,1989,Sega Master System,Sega Master System,3,N/A,N/A,0
SGDQ,2020,El Matador,0,0,0,0,Plastic Reality Technologies,1C Company,2006,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Asghan: The Dragon Slayer,0,0,1,1,Silmarils,Grolier Interactive,1998,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,DOOM 64 (2020) - Lost Levels,0,0,0,0,Nightdive Studios,Bethesda Softworks,2020,"Windows, PlayStation 4, Xbox One, Nintendo Switch","PC, PS4, Xbox One, Switch",8,N/A,N/A,1
SGDQ,2020,Star Wars: Jedi Knight - Dark Forces II,0,0,0,0,LucasArts,LucasArts,1997,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Blood,0,0,1,1,Monolith Productions,GT Interactive,1997,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Doom 3,0,0,0,0,id Software,Activision,2004,Windows,PC,Various,87,8.5,1
SGDQ,2020,Bonus Game 4 - Half-Life: Alyx,1,0,1,1,Valve,Valve,2020,Windows,PC,Various,93,9.1,1
SGDQ,2020,DOOM Eternal,0,0,1,0,id Software,Bethesda Softworks,2020,"Windows, PlayStation 4, Xbox One","PC, PS4, Xbox One",8,88,8.8,1
SGDQ,2020,PokÃ©mon FireRed/LeafGreen,0,0,0,0,Game Freak,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,81,9,0
SGDQ,2020,Final Fantasy VII Remake,0,0,0,0,Square Enix,Square Enix,2020,PlayStation 4,PS4,8,87,8.2,0
SGDQ,2020,Ketsui: Kizuna Jigoku Tachi,0,0,0,0,Cave,AMI,2003,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2020,Grand Theft Auto: Vice City,0,0,0,0,Rockstar North,Rockstar Games,2002,PlayStation 2,PS2,6,95,8.9,0
SGDQ,2020,Super Smash Bros. 64,0,0,1,0,HAL Laboratory,Nintendo,1999,Nintendo 64,N64,5,79,8.9,0
SGDQ,2020,Bloodborne,0,0,0,0,FromSoftware,Sony Computer Entertainment,2015,PlayStation 4,PS4,8,92,8.9,0
SGDQ,2020,Bonus Game 6 - Minecraft,1,0,1,1,Mojang,Mojang,2011,"Windows, macOS, Linux",PC,Various,93,8.7,1
SGDQ,2020,PokÃ©mon Shield,0,0,0,0,Game Freak,Nintendo,2019,Nintendo Switch,Switch,9,80,4.6,0
SGDQ,2020,Kid Icarus,0,0,1,1,Nintendo R&D1,Nintendo,1986,NES,NES,3,N/A,N/A,0
SGDQ,2020,Power Blade,0,0,0,0,Natsume,Taito,1991,NES,NES,3,N/A,N/A,0
SGDQ,2020,Zelda II: The Adventure of Link,0,0,0,0,Nintendo EAD,Nintendo,1987,NES,NES,3,N/A,N/A,0
SGDQ,2020,The Elder Scrolls IV: Oblivion,0,0,0,0,Bethesda Game Studios,2K Games / Bethesda Softworks,2006,"PC, Xbox 360","PC, Xbox 360",7,94,8.6,1
SGDQ,2020,The Witcher 3: Wild Hunt,0,0,1,0,CD Projekt Red,CD Projekt,2015,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,93,9.4,1
SGDQ,2020,Batman: Arkham City,0,0,0,0,Rocksteady Studios,Warner Bros. Interactive,2011,"PS3, Xbox 360, PC","PS3, Xbox 360, PC",7,96,8.7,1
SGDQ,2020,Valley,0,0,1,1,Blue Isle Studios,Blue Isle Studios,2016,"PC, PS4, Xbox One","PC, PS4, Xbox One",8,70,7.2,1
SGDQ,2020,Dandara: Trials of Fear,0,0,0,0,Long Hat House,Raw Fury,2018,"PC, PS4, Xbox One, Switch","PC, PS4, Xbox One, Switch",8,70,7.5,1
SGDQ,2020,Portal,0,0,0,0,Valve,Valve,2007,"PC, Xbox 360, PS3","PC, Xbox 360, PS3",7,90,9.2,1
SGDQ,2020,Portal 2,0,0,0,0,Valve,Valve,2011,"PC, Xbox 360, PS3","PC, Xbox 360, PS3",7,95,9.1,1
SGDQ,2020,The Talos Principle,0,0,1,1,Croteam,Devolver Digital,2014,PC,PC,Various,85,8.5,1
SGDQ,2020,Superliminal,0,0,0,0,Pillow Castle,Pillow Castle,2019,PC,PC,Various,76,7.7,1
SGDQ,2020,Hollow Knight,0,0,1,0,Team Cherry,Team Cherry,2017,PC,PC,Various,87,9,1
SGDQ,2020,Bonus Game 1 - Ori and the Will of the Wisps,1,0,1,1,Moon Studios,Xbox Game Studios,2020,"Xbox One, PC","Xbox One, PC",8,90,8.8,1
SGDQ,2020,Gunvolt Chronicles: Luminous Avenger iX,0,0,0,0,Inti Creates,Inti Creates,2019,"Switch, PS4, PC","Switch, PS4, PC",8,80,7.8,1
SGDQ,2020,Yono and the Celestial Elephants,0,0,1,1,Neckbolt,Plug In Digital,2017,"Switch, PC","Switch, PC",9,67,6.8,1
SGDQ,2020,Alien: Isolation,0,0,0,0,Creative Assembly,Sega,2014,"PC, PS3, PS4, Xbox 360, Xbox One","PC, PS3, PS4, Xbox 360, Xbox One",7,81,8.1,1
SGDQ,2020,Silent Hill: Homecoming,0,0,1,0,Double Helix Games,Konami,2008,"PS3, Xbox 360, PC","PS3, Xbox 360, PC",7,71,6.7,1
SGDQ,2020,Alone in the Dark,0,0,1,0,Eden Games,Atari,2008,"PS2, Wii, Xbox 360, PC","PS2, Wii, Xbox 360, PC",6,55,6.1,1
SGDQ,2020,Quest 64,0,0,1,1,Imagineer,THQ,1998,Nintendo 64,N64,5,55,6.4,0
SGDQ,2020,The Lion King,0,0,1,1,Westwood Studios,Virgin Interactive,1994,"SNES, Genesis","SNES, Sega Genesis",4,N/A,N/A,0
SGDQ,2020,Castle of Illusion Starring Mickey Mouse,0,0,0,0,Sega,Sega,1990,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2020,Pulseman,0,0,0,0,Game Freak,Sega,1994,Sega Mega Drive,Sega Genesis,4,N/A,N/A,0
SGDQ,2020,Super Turrican,0,0,0,0,Factor 5,Seika,1993,SNES,SNES,4,N/A,N/A,0
SGDQ,2020,Donkey Kong Country 2,0,0,0,0,Rare,Nintendo,1995,SNES,SNES,4,N/A,N/A,0
SGDQ,2020,Tony Hawk's Underground,0,0,1,0,Neversoft,Activision,2003,"PS2, GameCube, Xbox, GBA","PS2, GameCube, Xbox, Game Boy Advance",6,90,8.8,0
SGDQ,2020,Trackmania Nations Forever,0,0,1,1,Nadeo,Ubisoft,2008,PC,PC,Various,N/A,N/A,1
SGDQ,2020,The Legend of Zelda: Twilight Princess HD,0,0,1,0,Tantalus Media,Nintendo,2016,Wii U,Wii U,8,86,8.9,0
SGDQ,2020,Bonus Game 2 - Mario Kart 8 Deluxe,1,0,1,1,Nintendo,Nintendo,2017,Switch,Switch,9,92,8.5,0
SGDQ,2020,Splatoon,0,0,1,0,Nintendo EAD,Nintendo,2015,Wii U,Wii U,8,81,8.4,0
SGDQ,2020,Kemono Heroes,0,0,1,1,Mad Gear Games,Mad Gear Games,2020,Nintendo Switch,Switch,9,N/A,N/A,0
SGDQ,2020,Demon's Souls,0,0,0,0,FromSoftware,Sony Computer Entertainment,2009,PlayStation 3,PS3,7,89,8.9,0
SGDQ,2020,Streets of Rage 4,0,0,1,1,"Dotemu, Lizardcube, Guard Crush Games",Dotemu,2020,"Nintendo Switch, PlayStation 4, Windows, Xbox One","Switch, PS4, PC, Xbox One",8,82,8.1,1
SGDQ,2020,Rayman Legends,0,0,0,0,Ubisoft Montpellier,Ubisoft,2013,"PlayStation 3, Xbox 360, Wii U, Windows","PS3, Xbox 360, Wii U, PC",7,91,8.9,1
SGDQ,2020,ICO,0,0,1,1,Team Ico,Sony Computer Entertainment,2001,PlayStation 2,PS2,6,90,8.9,0
SGDQ,2020,Shovel Knight: King of Cards,0,0,1,0,Yacht Club Games,Yacht Club Games,2019,"Nintendo Switch, PlayStation 4, Windows","Switch, PS4, PC",8,82,8.5,1
SGDQ,2020,Tony Hawk's Pro Skater 2x,0,0,0,0,Neversoft,Activision,2001,Xbox,Xbox,6,N/A,N/A,0
SGDQ,2020,DUSK,0,0,0,0,David Szymanski,New Blood Interactive,2018,Windows,PC,Various,88,8.7,1
SGDQ,2020,Metal Gear Solid,0,0,1,0,Konami,Konami,1998,PlayStation,PlayStation,5,94,9,0
SGDQ,2020,Secret of Mana,0,0,1,1,Square,Square,1993,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2020,Millennium Racer,0,0,0,0,Creat Studio,Cryo Interactive,2000,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Amnesia: The Dark Descent,0,0,0,0,Frictional Games,Frictional Games,2010,"Windows, macOS, Linux",PC,Various,85,8.6,1
SGDQ,2020,Silhouette Mirage,0,0,1,1,Treasure,ESP,1997,Sega Saturn,Sega Saturn,5,N/A,N/A,0
SGDQ,2020,Keio Flying Squadron 2,0,0,0,0,Victor Entertainment,JVC Digital Studios,1996,Sega Saturn,Sega Saturn,5,N/A,N/A,0
SGDQ,2020,Kirby & The Amazing Mirror,0,0,1,0,HAL Laboratory,Nintendo,2004,Game Boy Advance,Game Boy Advance,6,81,8.5,0
SGDQ,2020,Jimmy Neutron vs. Jimmy Negatron,0,0,0,0,AWE Games,THQ,2002,Game Boy Advance,Game Boy Advance,6,N/A,N/A,0
SGDQ,2020,Rabi-Ribi,0,0,0,0,CreSpirit,Sekai Project,2016,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Adventures of Lolo 2,0,0,0,0,HAL Laboratory,HAL Laboratory,1990,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2020,New Ghostbusters II,0,0,1,0,HAL Laboratory,HAL Laboratory,1990,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2020,Gravity Trooper - Metal Storm,0,0,0,0,Tamtex,Irem,1991,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2020,Chicken of the Farm,0,0,0,0,Mitch3a,Mitch3a,2019,NES,NES,3,N/A,N/A,0
SGDQ,2020,Micro Mages,0,0,0,0,Morphcat Games,Morphcat Games,2019,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2020,Legacy of the Wizard,0,0,0,0,Nihon Falcom,Brøderbund,1987,Nintendo Entertainment System,NES,3,N/A,N/A,0
SGDQ,2020,Saint Hazel's Horsepital,0,0,1,1,HYPH-N,Danvik FHS,2019,PC,PC,Various,N/A,N/A,1
SGDQ,2020,Billy Hatcher and the Giant Egg,0,0,0,0,Sonic Team,Sega,2003,GameCube,GameCube,6,71,8.2,0
SGDQ,2020,Crypt of the NecroDancer: AMPLIFIED,0,0,0,0,Brace Yourself Games,Brace Yourself Games,2017,"Windows, macOS, Linux",PC,Various,N/A,N/A,1
SGDQ,2020,Bonus Game 5 - Pump It Up!,1,0,1,1,Andamiro,Andamiro,1999,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2020,Touhou 09.5 - Shoot the Bullet,0,0,1,1,Team Shanghai Alice,Team Shanghai Alice,2005,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,DoDonPachi Saidaioujou,0,0,0,0,Cave,Cave,2012,Arcade,Arcade,Various,N/A,N/A,0
SGDQ,2020,Super Metroid,0,0,1,0,Nintendo R&D1,Nintendo,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2020,TASBot plays Super Mario 64 Shindou,0,0,0,0,Nintendo,Nintendo,1997,Nintendo 64,N64,5,N/A,N/A,0
SGDQ,2020,Super Mario Odyssey,0,0,0,0,Nintendo,Nintendo,2017,Nintendo Switch,Switch,9,97,8.9,0
SGDQ,2020,Demon's Crest,0,0,0,0,Capcom,Capcom,1994,Super Nintendo Entertainment System,SNES,4,N/A,N/A,0
SGDQ,2020,Castlevania II: Belmont's Revenge,0,0,0,0,Konami,Konami,1991,Game Boy,Game Boy,3,N/A,N/A,0
SGDQ,2020,Bloodstained: Curse of the Moon,0,0,0,0,Inti Creates,Inti Creates,2018,"Nintendo Switch, PlayStation 4, Windows","Switch, PS4, PC",8,80,8.1,1
SGDQ,2020,Bloodstained: Ritual of the Night,0,0,1,1,ArtPlay,505 Games,2019,"Nintendo Switch, PlayStation 4, Windows, Xbox One","Switch, PS4, PC, Xbox One",8,83,8.2,1
SGDQ,2020,Jet Set Radio,0,0,0,0,Smilebit,Sega,2000,Dreamcast,Dreamcast,6,94,8.6,0
SGDQ,2020,Disney's Extreme Skate Adventure,0,0,1,1,Toys for Bob,Activision,2003,"GameCube, PlayStation 2, Xbox","GameCube, PS2, Xbox",6,76,8.4,0
SGDQ,2020,Ratchet & Clank: Up Your Arsenal,0,0,0,0,Insomniac Games,Sony Computer Entertainment,2004,PlayStation 2,PS2,6,91,9,0
SGDQ,2020,DeadCore,0,0,0,0,5 Bits Games,Bandai Namco Entertainment,2014,Windows,PC,Various,70,7.4,1
SGDQ,2020,Darksiders Genesis,0,0,0,0,Airship Syndicate,THQ Nordic,2019,"Windows, Stadia",PC,Various,77,7.5,1
SGDQ,2020,BioShock Infinite,0,0,0,0,Irrational Games,2K Games,2013,"PlayStation 3, Windows, Xbox 360","PS3, PC, Xbox 360",7,94,8.5,1
SGDQ,2020,Gunman Clive,0,0,0,0,Hörberg Productions,Hörberg Productions,2012,Nintendo 3DS,Nintendo 3DS,7,75,7.5,0
SGDQ,2020,Kousoku Kaitenzushi,0,0,0,0,Yukihito Horiguchi,Yukihito Horiguchi,2015,PC,PC,Various,N/A,N/A,1
SGDQ,2020,Metal Gear: Ghost Babel,0,0,0,0,Konami,Konami,2000,Game Boy Color,Game Boy Color,5,N/A,N/A,0
SGDQ,2020,Neon Boost,0,0,0,0,Frenetic Experience,Frenetic Experience,2019,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Virtual Boy Wario Land,0,0,1,1,Nintendo R&D1,Nintendo,1995,Virtual Boy,Virtual Boy,5,N/A,N/A,0
SGDQ,2020,The Last of Us,0,0,1,1,Naughty Dog,Sony Computer Entertainment,2013,PlayStation 3,PS3,7,95,9.2,0
SGDQ,2020,Freedom Planet,0,0,0,0,GalaxyTrail,GalaxyTrail,2014,Windows,PC,Various,84,8.5,1
SGDQ,2020,Sonic the Hedgehog,0,0,0,0,Sonic Team,Sega,1991,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2020,Sonic the Hedgehog 2,0,0,0,0,Sonic Team,Sega,1992,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2020,Night Trap,0,0,1,1,Digital Pictures,Sega,1992,Sega CD,Sega Genesis,4,N/A,N/A,0
SGDQ,2020,Pringles: The Video Game,0,0,0,0,N/A,N/A,2009,Sega Genesis,Sega Genesis,4,N/A,N/A,0
SGDQ,2020,Hypnospace Outlaw,0,0,1,0,Tendershoot,No More Robots,2019,Windows,PC,Various,82,7.8,1
SGDQ,2020,Ribbit King,0,0,0,0,Jamsworks,Bandai,2003,"GameCube, PlayStation 2","GameCube, PS2",6,N/A,N/A,0
SGDQ,2020,Streets of Fury EX,0,0,0,0,Guard Crush Games,Guard Crush Games,2015,Windows,PC,Various,N/A,N/A,1
SGDQ,2020,Baldur's Gate: Enhanced Edition,0,0,1,1,Overhaul Games,Atari,2012,Windows,PC,Various,78,7.8,1
SGDQ,2020,The Simpsons Arcade Game,0,0,1,1,Konami,Konami,1991,Arcade,Arcade,Various,N/A,N/A,0
